CustomerKey,Customer City,CustomerCountry,CustomerAlternateKey,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EducationLevel,Occupation,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase
18291,Melton,Australia,AW00018291,Jennifer Hill,1969-08-10,Single,Female,70000.00,0,0,Bachelors,Professional,0,1,2022-06-20
18292,South Melbourne,Australia,AW00018292,Louis Tang,1975-08-06,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-08-02
18293,Rockhampton,Australia,AW00018293,Austin Butler,1964-10-31,Married,Male,90000.00,1,0,Bachelors,Professional,1,1,2022-01-28
18294,Sunbury,Australia,AW00018294,Denise Prasad,1965-03-05,Married,Female,90000.00,1,0,Bachelors,Professional,1,1,2022-05-12
18295,Brisbane,Australia,AW00018295,Ajay Solanki,1965-01-05,Married,Female,90000.00,2,0,Bachelors,Professional,1,1,2022-04-21
18296,Coffs Harbour,Australia,AW00018296,Trisha Li,1969-05-15,Single,Female,70000.00,0,0,Bachelors,Professional,0,1,2020-06-10
18297,Milsons Point,Australia,AW00018297,Gloria Alvarez,1974-08-22,Single,Female,70000.00,0,0,Bachelors,Professional,0,2,2020-06-25
18298,North Ryde,Australia,AW00018298,Geoffrey Malhotra,1973-10-06,Single,Male,70000.00,5,4,Bachelors,Professional,1,2,2022-07-19
18299,Townsville,Australia,AW00018299,Colin Deng,1967-09-20,Married,Male,70000.00,5,4,Partial College,Skilled Manual,1,2,2022-07-25
18300,Cloverdale,Australia,AW00018300,Diane Ramos,1967-01-09,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-04-15
18301,Sunbury,Australia,AW00018301,Julie Xu,1963-08-09,Single,Female,90000.00,2,0,Bachelors,Management,0,1,2020-06-08
18302,Cranbourne,Australia,AW00018302,Wayne Xie,1969-08-23,Single,Male,90000.00,2,0,Bachelors,Management,0,1,2020-06-25
18303,North Sydney,Australia,AW00018303,Shannon Serrano,1964-01-07,Single,Male,90000.00,2,0,Bachelors,Management,0,1,2020-06-17
18304,Silverwater,Australia,AW00018304,Yolanda She,1963-04-27,Single,Female,70000.00,1,0,Partial College,Skilled Manual,1,1,2022-04-21
18305,Warrnambool,Australia,AW00018305,Kelvin Xu,1941-11-21,Married,Male,40000.00,2,0,Bachelors,Management,1,1,2022-07-09
18306,Melbourne,Australia,AW00018306,Margaret Lin,1977-05-06,Married,Female,70000.00,5,4,Partial College,Skilled Manual,0,3,2022-06-15
18307,Goulburn,Australia,AW00018307,Amy Zhang,1961-11-04,Single,Female,70000.00,1,0,Partial College,Skilled Manual,1,1,2020-06-12
18308,South Melbourne,Australia,AW00018308,Erica Chen,1967-03-05,Single,Female,70000.00,1,0,Partial College,Skilled Manual,1,1,2020-06-10
18309,Port Macquarie,Australia,AW00018309,Mandy Wu,1961-09-14,Single,Female,70000.00,1,0,Partial College,Skilled Manual,1,1,2020-06-02
18310,Rhodes,Australia,AW00018310,Lance Romero,1955-04-03,Married,Male,10000.00,2,1,High School,Skilled Manual,1,2,2022-06-12
18311,El Cajon,United States,AW00018311,Jennifer Mitchell,1980-11-09,Married,Female,40000.00,0,0,High School,Skilled Manual,1,1,2022-12-15
18312,Daly City,United States,AW00018312,Miguel Moore,1980-07-19,Single,Male,40000.00,0,0,High School,Skilled Manual,0,2,2022-04-02
18313,Burlingame,United States,AW00018313,Arianna Foster,1985-11-12,Single,Female,30000.00,0,0,High School,Skilled Manual,0,2,2022-11-30
18314,Langley,Canada,AW00018314,Eric Perry,1986-05-15,Single,Male,30000.00,0,0,High School,Skilled Manual,0,2,2022-03-21
18315,Carol Stream,United States,AW00018315,Melody Dominguez,1985-10-01,Married,Female,30000.00,0,0,High School,Skilled Manual,1,2,2022-06-27
18316,Olympia,United States,AW00018316,Justin Kumar,1986-05-26,Single,Male,30000.00,0,0,High School,Skilled Manual,0,2,2022-10-25
18317,Shawnee,Canada,AW00018317,Samantha Jones,1985-11-15,Married,Female,30000.00,0,0,High School,Skilled Manual,1,2,2022-11-21
18318,Lynnwood,United States,AW00018318,Benjamin Hughes,1986-02-22,Married,Male,40000.00,0,0,High School,Skilled Manual,1,2,2022-10-01
18319,Rhodes,Australia,AW00018319,Aimee Sun,1948-08-12,Single,Female,30000.00,2,0,Partial College,Clerical,1,2,2022-04-24
18320,Vancouver,Canada,AW00018320,Luis Jai,1984-10-02,Married,Male,30000.00,0,0,Partial High School,Clerical,0,2,2022-09-10
18321,Woodburn,United States,AW00018321,Sebastian Cook,1985-02-06,Single,Male,30000.00,0,0,Partial High School,Clerical,0,2,2022-03-27
18322,Port Hammond,Canada,AW00018322,Antonio Ross,1985-03-14,Single,Male,30000.00,0,0,Partial High School,Clerical,0,2,2022-04-05
18323,Edmonds,United States,AW00018323,Jeremy Clark,1983-11-20,Single,Male,40000.00,0,0,High School,Skilled Manual,1,2,2022-07-19
18324,Langford,Canada,AW00018324,Jackson Butler,1983-10-16,Single,Male,40000.00,0,0,High School,Skilled Manual,0,2,2022-12-18
18325,Hobart,Australia,AW00018325,Colleen Xu,1944-04-05,Married,Female,40000.00,2,0,Bachelors,Management,1,2,2022-03-01
18326,Matraville,Australia,AW00018326,Jay Srini,1944-06-20,Married,Male,40000.00,2,0,Bachelors,Management,0,2,2022-09-25
18327,Berkeley,United States,AW00018327,Jon Sharma,1982-07-24,Single,Male,30000.00,0,0,Partial High School,Clerical,1,2,2022-03-28
18328,Concord,United States,AW00018328,Alvin Rai,1983-04-19,Married,Male,40000.00,0,0,High School,Skilled Manual,1,2,2022-10-09
18329,N. Vancouver,Canada,AW00018329,Marcus Bailey,1985-02-14,Single,Male,30000.00,0,0,Partial High School,Clerical,0,2,2022-01-30
18330,Sunbury,Australia,AW00018330,Kellie Diaz,1950-03-04,Single,Female,60000.00,2,0,Graduate Degree,Management,1,1,2022-03-14
18331,Cranbourne,Australia,AW00018331,Jerry Chande,1951-06-05,Married,Male,30000.00,2,0,Partial College,Clerical,0,2,2020-06-29
18332,Cranbourne,Australia,AW00018332,Emmanuel Malhotra,1945-07-11,Married,Male,30000.00,2,0,Partial College,Clerical,0,2,2020-06-28
18333,Caloundra,Australia,AW00018333,Meredith Patel,1952-08-17,Single,Female,30000.00,2,0,Partial College,Clerical,1,2,2022-12-24
18334,Cloverdale,Australia,AW00018334,Edwin Ye,1947-04-25,Married,Male,30000.00,2,0,Partial College,Clerical,0,2,2020-06-06
18335,Gold Coast,Australia,AW00018335,Ricky Diaz,1953-10-05,Married,Male,40000.00,2,0,Bachelors,Management,1,2,2020-06-05
18336,Malabar,Australia,AW00018336,Carla Gonzalez,1947-07-09,Married,Female,40000.00,2,0,Bachelors,Management,1,2,2020-06-15
18337,Townsville,Australia,AW00018337,Audrey Serrano,1953-08-10,Single,Female,50000.00,2,0,Graduate Degree,Management,1,1,2020-06-03
18338,Warrnambool,Australia,AW00018338,Nina Andersen,1959-01-08,Single,Female,50000.00,2,0,Graduate Degree,Management,1,1,2020-06-04
18339,Bellflower,United States,AW00018339,Donna Nath,1981-12-01,Single,Female,40000.00,0,0,Partial College,Skilled Manual,1,1,2022-10-13
18340,Berkeley,United States,AW00018340,Arianna Cooper,1981-10-20,Single,Female,40000.00,0,0,Partial College,Skilled Manual,1,1,2022-11-08
18341,Coronado,United States,AW00018341,Russell Goel,1981-10-31,Single,Male,40000.00,0,0,Partial College,Skilled Manual,0,1,2023-01-12
18342,National City,United States,AW00018342,Victoria James,1982-01-12,Single,Female,40000.00,0,0,Partial College,Skilled Manual,1,1,2022-05-26
18343,Oakland,United States,AW00018343,Dalton Green,1982-01-25,Single,Male,40000.00,0,0,Partial College,Skilled Manual,0,1,2022-08-16
18344,Woodland Hills,United States,AW00018344,Caleb Turner,1981-08-20,Single,Male,60000.00,0,0,Partial College,Skilled Manual,1,1,2022-10-19
18345,Metchosin,Canada,AW00018345,Samantha Bryant,1981-03-18,Married,Female,40000.00,0,0,High School,Skilled Manual,1,2,2022-10-27
18346,Imperial Beach,United States,AW00018346,Anna Flores,1985-08-18,Single,Female,30000.00,0,0,Partial College,Skilled Manual,0,1,2022-02-20
18347,Palo Alto,United States,AW00018347,Alyssa Clark,1980-05-01,Single,Female,30000.00,0,0,Partial College,Skilled Manual,0,1,2022-07-18
18348,San Gabriel,United States,AW00018348,Katelyn Roberts,1980-05-01,Single,Female,30000.00,0,0,Partial College,Skilled Manual,0,1,2022-02-25
18349,Spring Valley,United States,AW00018349,Jacob Robinson,1979-10-14,Single,Male,30000.00,0,0,Partial College,Skilled Manual,1,1,2022-03-25
18350,West Covina,United States,AW00018350,Emma Ross,1979-05-10,Married,Female,60000.00,0,0,Partial College,Skilled Manual,1,1,2022-10-20
18351,Burlingame,United States,AW00018351,Alexander Smith,1977-08-12,Married,Male,70000.00,0,0,Partial College,Skilled Manual,1,2,2022-11-23
18352,Chula Vista,United States,AW00018352,Noah Thomas,1978-05-22,Married,Male,80000.00,0,0,Bachelors,Management,1,1,2022-11-09
18353,Renton,United States,AW00018353,Robert Anderson,1977-08-09,Married,Male,80000.00,0,0,Bachelors,Management,1,1,2022-11-07
18354,Burlingame,United States,AW00018354,Alvin Nara,1972-11-16,Married,Male,170000.00,0,0,Graduate Degree,Management,1,0,2022-04-23
18355,Haney,Canada,AW00018355,Edward Foster,1974-01-20,Married,Male,90000.00,4,4,Bachelors,Management,1,1,2022-08-09
18356,Sooke,Canada,AW00018356,Alexander Lee,1974-01-30,Married,Male,90000.00,4,4,Partial College,Skilled Manual,1,2,2022-11-14
18357,Issaquah,United States,AW00018357,Trinity Reed,1974-02-12,Married,Female,100000.00,2,0,Bachelors,Management,1,3,2022-10-31
18358,Downey,United States,AW00018358,Oscar Coleman,1985-02-21,Married,Male,30000.00,0,0,Partial College,Skilled Manual,0,1,2022-04-10
18359,Newport Beach,United States,AW00018359,Alexandria Bryant,1984-09-08,Single,Female,60000.00,0,0,Partial College,Skilled Manual,0,1,2023-01-11
18360,Santa Cruz,United States,AW00018360,Eric Li,1985-03-12,Married,Male,60000.00,0,0,Partial College,Skilled Manual,1,1,2022-09-29
18361,West Covina,United States,AW00018361,Marcus Simmons,1985-06-24,Single,Male,60000.00,0,0,Partial College,Skilled Manual,0,2,2022-10-07
18362,Cliffside,Canada,AW00018362,Erin Howard,1984-05-12,Married,Female,40000.00,0,0,High School,Skilled Manual,0,2,2022-11-30
18363,Cliffside,Canada,AW00018363,Lucas Ward,1983-07-06,Married,Male,40000.00,0,0,High School,Skilled Manual,1,2,2022-12-20
18364,Edmonds,United States,AW00018364,Eduardo Gray,1983-10-04,Married,Male,40000.00,0,0,Partial College,Skilled Manual,0,1,2022-03-10
18365,Renton,United States,AW00018365,Daniel Lewis,1984-03-19,Married,Male,40000.00,0,0,Partial College,Skilled Manual,1,1,2022-06-03
18366,La Jolla,United States,AW00018366,Alexandria Richardson,1983-11-22,Married,Female,60000.00,0,0,Partial College,Skilled Manual,0,2,2022-10-15
18367,Rhodes,Australia,AW00018367,Edwin Wu,1951-04-24,Married,Male,10000.00,2,1,Partial High School,Clerical,1,2,2023-01-16
18368,Cliffside,Canada,AW00018368,Austin Hughes,1976-08-08,Married,Male,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,2022-12-19
18369,Chula Vista,United States,AW00018369,Mandy He,1977-02-12,Married,Female,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,2022-10-12
18370,Santa Cruz,United States,AW00018370,Tristan Flores,1976-08-11,Married,Male,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,2022-10-14
18371,Lynnwood,United States,AW00018371,Jessica Morgan,1977-05-06,Married,Female,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,2022-10-10
18372,Westminster,Canada,AW00018372,Jeremiah Thomas,1977-09-19,Married,Male,50000.00,1,1,Graduate Degree,Skilled Manual,1,0,2022-12-12
18373,Beaverton,United States,AW00018373,Stephanie Roberts,1983-08-08,Married,Female,50000.00,1,1,Bachelors,Skilled Manual,1,0,2022-10-13
18374,Puyallup,United States,AW00018374,Logan King,1981-04-12,Married,Male,100000.00,5,2,Partial College,Professional,1,0,2022-03-17
18375,Redwood City,United States,AW00018375,Michelle Morris,1969-11-20,Married,Female,150000.00,2,0,Bachelors,Management,1,4,2022-12-20
18376,Novato,United States,AW00018376,Abigail Diaz,1967-07-23,Married,Female,70000.00,3,2,Partial College,Professional,1,0,2022-12-16
18377,Metchosin,Canada,AW00018377,Madison Robinson,1967-07-02,Single,Female,70000.00,3,2,Partial College,Professional,1,1,2022-10-06
18378,Santa Monica,United States,AW00018378,Dalton Foster,1967-04-10,Married,Male,80000.00,3,0,Partial College,Professional,0,2,2022-12-01
18379,Port Hammond,Canada,AW00018379,Abigail Robinson,1973-03-15,Married,Female,80000.00,3,0,Partial College,Professional,0,2,2022-10-25
18380,Milwaukie,United States,AW00018380,Kaitlyn Kelly,1961-12-25,Married,Female,80000.00,2,1,Partial College,Professional,1,1,2022-07-05
18381,Chula Vista,United States,AW00018381,Katherine Ward,1962-05-05,Single,Female,90000.00,2,1,Partial College,Professional,1,1,2022-12-09
18382,Langley,Canada,AW00018382,Isabella Garcia,1968-08-05,Married,Female,80000.00,4,3,Partial College,Professional,1,2,2022-08-07
18383,Marysville,United States,AW00018383,Natalie Torres,1974-06-03,Single,Female,90000.00,0,0,Partial College,Professional,1,1,2022-08-02
18384,Port Orchard,United States,AW00018384,Nicole Williams,1974-01-22,Single,Female,90000.00,0,0,Partial College,Professional,0,1,2022-02-09
18385,Burbank,United States,AW00018385,Miguel Gonzalez,1979-12-13,Married,Male,110000.00,4,2,Bachelors,Management,1,4,2023-01-14
18386,El Cajon,United States,AW00018386,Kevin Shan,1968-11-22,Married,Male,120000.00,4,3,Partial College,Professional,1,3,2022-12-10
18387,National City,United States,AW00018387,Carlos Green,1974-08-09,Married,Male,130000.00,3,2,Bachelors,Management,1,4,2022-04-03
18388,Spring Valley,United States,AW00018388,Julia Russell,1969-05-15,Married,Female,150000.00,3,1,Bachelors,Management,1,2,2022-12-19
18389,Cliffside,Canada,AW00018389,Marcus Gray,1967-08-23,Single,Male,80000.00,5,4,Partial College,Professional,0,2,2022-10-10
18390,Cliffside,Canada,AW00018390,Blake Thompson,1973-03-31,Married,Male,80000.00,5,4,Partial College,Professional,1,2,2022-06-06
18391,N. Vancouver,Canada,AW00018391,Jacqueline Russell,1967-07-09,Single,Female,80000.00,5,4,Partial College,Professional,1,2,2022-03-19
18392,Royal Oak,Canada,AW00018392,Jasmine Gonzales,1973-06-20,Single,Female,80000.00,5,4,Partial College,Professional,0,2,2022-10-19
18393,Lake Oswego,United States,AW00018393,Angela Ross,1968-01-18,Married,Female,100000.00,1,2,Partial College,Professional,1,3,2022-12-02
18394,Renton,United States,AW00018394,Sean Wright,1967-11-16,Married,Male,100000.00,1,2,Partial College,Professional,1,3,2022-12-16
18395,Woodburn,United States,AW00018395,Xavier Howard,1968-01-01,Married,Male,100000.00,1,2,Partial College,Professional,1,4,2022-12-06
18396,Yakima,United States,AW00018396,Luke Parker,1973-09-07,Married,Male,100000.00,1,2,Partial College,Professional,1,4,2022-09-13
18397,Byron,United States,AW00018397,Louis Anand,1967-12-10,Married,Male,100000.00,3,2,Partial College,Professional,1,4,2022-11-07
18398,Colma,United States,AW00018398,Geoffrey Sanchez,1967-07-20,Single,Male,110000.00,1,3,Bachelors,Management,1,3,2022-12-10
18399,Concord,United States,AW00018399,Sara Torres,1967-08-09,Single,Female,120000.00,1,3,Partial College,Professional,1,4,2022-12-03
18400,Grossmont,United States,AW00018400,Jeremiah Jackson,1973-06-20,Single,Male,120000.00,1,3,High School,Professional,1,4,2022-12-28
18401,Metchosin,Canada,AW00018401,Joshua Jones,1967-03-24,Single,Male,70000.00,5,4,Partial College,Professional,1,3,2022-10-27
18402,Ballard,United States,AW00018402,Kimberly Kelly,1967-05-17,Married,Female,80000.00,5,4,Partial College,Professional,1,3,2022-08-29
18403,Ballard,United States,AW00018403,Madeline Phillips,1966-08-26,Single,Female,80000.00,5,4,Partial College,Professional,1,3,2022-12-26
18404,Chehalis,United States,AW00018404,Alicia Raji,1967-02-04,Married,Female,80000.00,5,4,Partial College,Professional,1,3,2022-09-13
18405,Berkeley,United States,AW00018405,Sheila Gutierrez,1966-12-08,Married,Female,110000.00,1,3,Bachelors,Management,1,3,2022-07-22
18406,Imperial Beach,United States,AW00018406,Zachary Ross,1972-10-23,Single,Male,130000.00,1,3,Bachelors,Management,0,2,2022-12-24
18407,Westminster,Canada,AW00018407,Maria Griffin,1961-05-19,Married,Female,60000.00,2,0,High School,Professional,0,2,2022-04-06
18408,Burien,United States,AW00018408,Cody West,1961-06-03,Single,Male,60000.00,2,0,High School,Professional,1,2,2022-11-06
18409,Bellflower,United States,AW00018409,Olivia Washington,1961-03-11,Married,Female,60000.00,2,0,High School,Professional,0,2,2022-09-29
18410,Imperial Beach,United States,AW00018410,Joshua Davis,1961-05-20,Married,Male,60000.00,2,0,High School,Professional,0,2,2022-09-30
18411,Westminster,Canada,AW00018411,Jack Powell,1961-01-17,Married,Male,60000.00,2,0,High School,Professional,0,2,2022-06-19
18412,El Cajon,United States,AW00018412,Mary Parker,1960-09-23,Single,Female,70000.00,4,3,High School,Professional,1,0,2022-12-20
18413,Imperial Beach,United States,AW00018413,Samuel Jackson,1961-01-28,Married,Male,80000.00,3,2,Partial College,Professional,1,1,2022-12-24
18414,Beaverton,United States,AW00018414,Gabrielle Griffin,1941-04-03,Married,Female,40000.00,3,0,Partial College,Professional,0,2,2022-10-07
18415,Burlingame,United States,AW00018415,Summer Mehta,1941-05-19,Married,Female,70000.00,4,0,Graduate Degree,Management,1,2,2022-12-23
18416,Portland,United States,AW00018416,Emma Peterson,1965-11-19,Married,Female,100000.00,3,2,Partial College,Professional,1,4,2022-12-04
18417,Beverly Hills,United States,AW00018417,Jonathan Roberts,1976-12-04,Married,Male,110000.00,5,3,Partial College,Professional,1,4,2022-08-03
18418,Concord,United States,AW00018418,Dawn Sun,1971-12-20,Single,Female,110000.00,3,3,Partial College,Professional,1,4,2022-12-28
18419,El Cajon,United States,AW00018419,Rachel Johnson,1966-06-16,Married,Female,120000.00,1,3,High School,Professional,1,4,2023-01-16
18420,San Carlos,United States,AW00018420,Riley Stewart,1976-10-11,Married,Female,160000.00,1,3,Partial College,Professional,0,3,2022-12-07
18421,San Diego,United States,AW00018421,Megan Morgan,1966-02-13,Married,Female,170000.00,1,0,Graduate Degree,Management,1,4,2022-10-26
18422,Torrance,United States,AW00018422,Taylor Jones,1965-10-31,Single,Female,170000.00,1,1,Bachelors,Management,0,3,2022-12-08
18423,San Carlos,United States,AW00018423,Christian Jones,1960-02-01,Single,Male,80000.00,2,0,Partial High School,Skilled Manual,0,2,2022-03-25
18424,Fremont,United States,AW00018424,Samuel Williams,1960-01-09,Single,Male,60000.00,2,0,High School,Professional,1,2,2022-03-08
18425,El Cajon,United States,AW00018425,Garrett Brooks,1960-03-13,Married,Male,60000.00,2,0,High School,Professional,0,2,2022-09-11
18426,Fremont,United States,AW00018426,Luke Gonzales,1958-09-21,Married,Male,70000.00,3,0,Graduate Degree,Management,1,2,2022-12-25
18427,Lebanon,United States,AW00018427,Justin Diaz,1964-04-19,Married,Male,70000.00,3,0,Graduate Degree,Management,1,2,2022-12-11
18428,Portland,United States,AW00018428,Alexis Henderson,1958-08-21,Single,Female,70000.00,3,0,Graduate Degree,Management,1,2,2022-12-08
18429,Tacoma,United States,AW00018429,Faith Gonzales,1958-09-11,Single,Female,70000.00,3,0,Graduate Degree,Management,1,2,2022-12-09
18430,W. Linn,United States,AW00018430,Victoria Morgan,1958-01-06,Married,Female,40000.00,3,0,Partial College,Professional,0,2,2022-10-22
18431,Lemon Grove,United States,AW00018431,Cameron Hayes,1958-02-24,Married,Male,40000.00,3,0,Partial College,Professional,0,2,2022-10-20
18432,Burlingame,United States,AW00018432,Jordan Lopez,1949-04-04,Married,Female,70000.00,5,0,Graduate Degree,Management,1,2,2022-12-07
18433,Oak Bay,Canada,AW00018433,Seth Ross,1944-01-24,Married,Male,70000.00,5,0,Graduate Degree,Management,0,2,2022-10-12
18434,Burlingame,United States,AW00018434,Clayton Stone,1943-08-01,Married,Male,80000.00,4,0,Graduate Degree,Management,1,2,2022-12-27
18435,Walla Walla,United States,AW00018435,Maria Phillips,1945-02-15,Single,Female,70000.00,5,0,Graduate Degree,Management,1,2,2022-12-07
18436,Santa Monica,United States,AW00018436,Richard Johnson,1944-11-16,Married,Male,80000.00,4,0,Graduate Degree,Management,0,2,2022-12-13
18437,Long Beach,United States,AW00018437,Isabella Butler,1951-12-05,Married,Female,70000.00,5,0,Graduate Degree,Management,1,2,2022-12-03
18438,Colma,United States,AW00018438,Sheila Sanz,1946-09-21,Married,Female,60000.00,3,0,Graduate Degree,Management,1,2,2022-10-23
18439,Marysville,United States,AW00018439,Angela Coleman,1947-01-12,Married,Female,60000.00,3,0,Graduate Degree,Management,1,2,2022-10-02
18440,Colma,United States,AW00018440,Joe Ashe,1947-05-04,Married,Male,60000.00,3,0,Graduate Degree,Management,1,2,2022-10-14
18441,Beverly Hills,United States,AW00018441,Tabitha Munoz,1952-08-17,Married,Female,70000.00,5,0,Graduate Degree,Management,1,2,2022-12-12
18442,Marysville,United States,AW00018442,Mason Hill,1946-08-30,Single,Male,70000.00,5,0,Graduate Degree,Management,1,2,2022-12-15
18443,East Brisbane,Australia,AW00018443,Ross Lopez,1969-07-31,Married,Male,10000.00,2,1,Partial High School,Clerical,1,2,2022-12-17
18444,Hervey Bay,Australia,AW00018444,Shannon Chow,1958-07-10,Single,Female,20000.00,4,0,High School,Skilled Manual,1,2,2022-12-29
18445,Malabar,Australia,AW00018445,Colin Li,1958-11-17,Married,Male,20000.00,4,0,High School,Skilled Manual,1,2,2022-06-11
18446,Malabar,Australia,AW00018446,Larry Ramos,1952-08-17,Married,Male,20000.00,4,0,High School,Skilled Manual,0,2,2022-09-22
18447,Lane Cove,Australia,AW00018447,Renee Ortega,1954-03-24,Married,Female,10000.00,2,1,Partial High School,Clerical,1,2,2022-05-17
18448,Long Beach,United States,AW00018448,Jennifer Bailey,1983-07-02,Married,Female,60000.00,0,0,Partial College,Skilled Manual,1,2,2022-10-13
18449,Cliffside,Canada,AW00018449,Derrick Ramos,1983-03-13,Married,Male,40000.00,0,0,Partial High School,Clerical,0,2,2022-02-18
18450,Newcastle,Australia,AW00018450,Willie Shen,1954-02-20,Married,Male,10000.00,2,1,Partial High School,Clerical,1,2,2022-10-29
18451,South Melbourne,Australia,AW00018451,Dale Pal,1953-11-05,Married,Male,20000.00,2,1,Partial High School,Clerical,1,2,2022-11-21
18452,Bendigo,Australia,AW00018452,Bruce Martinez,1959-06-09,Married,Male,30000.00,3,0,Partial College,Clerical,0,2,2020-05-31
18453,Corvallis,United States,AW00018453,Caroline Patterson,1982-11-30,Single,Female,40000.00,0,0,Partial College,Skilled Manual,1,1,2022-11-04
18454,Burbank,United States,AW00018454,George Perez,1983-05-23,Single,Male,60000.00,0,0,Partial College,Skilled Manual,1,2,2022-01-29
18455,Coronado,United States,AW00018455,Alejandro Wu,1983-03-25,Married,Male,60000.00,0,0,Partial College,Skilled Manual,0,2,2022-11-16
18456,Grossmont,United States,AW00018456,Timothy Bailey,1983-03-05,Single,Male,60000.00,0,0,Partial College,Skilled Manual,0,2,2022-11-04
18457,Wollongong,Australia,AW00018457,Olivia White,1961-01-12,Married,Female,30000.00,3,0,Partial College,Clerical,0,2,2020-06-07
18458,Melbourne,Australia,AW00018458,Gregory She,1961-04-08,Single,Male,30000.00,3,0,Partial College,Clerical,1,2,2020-06-20
18459,Concord,United States,AW00018459,Toni Sai,1985-07-10,Single,Female,30000.00,0,0,Partial College,Skilled Manual,0,2,2022-06-01
18460,Santa Cruz,United States,AW00018460,Faith Butler,1985-10-07,Single,Female,70000.00,0,0,Partial College,Skilled Manual,0,2,2022-12-05
18461,Springwood,Australia,AW00018461,Tina Martinez,1958-01-11,Married,Female,30000.00,3,0,High School,Skilled Manual,0,2,2020-06-14
18462,Sunbury,Australia,AW00018462,Clarence Zhu,1957-07-17,Married,Male,30000.00,3,0,High School,Skilled Manual,1,2,2020-06-22
18463,Lane Cove,Australia,AW00018463,Adriana Suri,1958-01-08,Married,Female,30000.00,3,0,High School,Skilled Manual,1,2,2020-06-14
18464,Newcastle,Australia,AW00018464,Toni Suri,1958-03-22,Married,Female,30000.00,3,0,High School,Skilled Manual,1,2,2020-06-24
18465,Sunbury,Australia,AW00018465,Jamie Yang,1963-02-18,Single,Female,30000.00,3,0,High School,Skilled Manual,1,2,2020-06-04
18466,Perth,Australia,AW00018466,Joy Gutierrez,1964-03-08,Married,Female,40000.00,2,0,Partial College,Skilled Manual,1,2,2022-11-11
18467,Gold Coast,Australia,AW00018467,Darren Townsend,1970-05-20,Single,Male,40000.00,3,0,Partial College,Skilled Manual,1,2,2020-06-07
18468,Goulburn,Australia,AW00018468,Joel Sanchez,1958-11-01,Single,Male,40000.00,3,0,Partial College,Skilled Manual,1,2,2020-06-14
18469,Melbourne,Australia,AW00018469,Robyn Rubio,1959-09-07,Single,Female,80000.00,2,0,Partial College,Skilled Manual,0,2,2020-06-22
18470,Melton,Australia,AW00018470,Jennifer Taylor,1960-04-17,Single,Female,80000.00,2,0,Partial College,Skilled Manual,0,2,2020-06-10
18471,Burien,United States,AW00018471,Paige Stewart,1986-02-13,Single,Female,30000.00,0,0,Partial College,Skilled Manual,0,2,2022-07-18
18472,Puyallup,United States,AW00018472,Hannah Ross,1980-12-01,Single,Female,30000.00,0,0,High School,Skilled Manual,1,2,2023-01-04
18473,La Jolla,United States,AW00018473,Nathaniel Rogers,1980-11-23,Married,Male,60000.00,0,0,Partial College,Skilled Manual,1,2,2022-08-06
18474,Long Beach,United States,AW00018474,James Smith,1981-01-07,Married,Male,60000.00,0,0,Partial College,Skilled Manual,1,2,2022-10-02
18475,Yakima,United States,AW00018475,Natalie Brown,1979-11-23,Single,Female,30000.00,0,0,High School,Skilled Manual,0,2,2022-07-04
18476,Berkeley,United States,AW00018476,Brooke Rogers,1985-08-13,Single,Female,30000.00,0,0,High School,Skilled Manual,0,2,2022-07-04
18477,Lincoln Acres,United States,AW00018477,Angelica Hughes,1979-02-07,Single,Female,60000.00,0,0,Partial College,Skilled Manual,0,2,2022-02-23
18478,Bellflower,United States,AW00018478,Eduardo Roberts,1984-10-01,Married,Male,70000.00,0,0,Partial College,Professional,1,2,2022-12-07
18479,Burien,United States,AW00018479,Stacey Chen,1979-04-18,Married,Female,70000.00,0,0,Partial College,Professional,1,2,2022-12-18
18480,Burlingame,United States,AW00018480,Heidi Suri,1979-01-06,Single,Female,70000.00,0,0,Partial College,Professional,1,2,2022-12-18
18481,Colma,United States,AW00018481,Tanya Romero,1978-09-11,Married,Female,70000.00,0,0,Partial College,Professional,1,2,2022-12-04
18482,Coffs Harbour,Australia,AW00018482,Sharon Nara,1961-03-14,Single,Female,80000.00,2,0,High School,Skilled Manual,0,2,2020-06-21
18483,Perth,Australia,AW00018483,Byron Gill,1971-09-03,Single,Male,80000.00,2,0,High School,Skilled Manual,0,2,2020-06-27
18484,Darlinghurst,Australia,AW00018484,Dustin Sharma,1972-06-10,Single,Male,80000.00,2,0,High School,Skilled Manual,0,2,2020-06-07
18485,Melbourne,Australia,AW00018485,Devin Gonzalez,1961-05-20,Single,Male,80000.00,2,0,High School,Skilled Manual,1,2,2020-06-25
18486,St. Leonards,Australia,AW00018486,Kari Torres,1962-06-05,Single,Female,70000.00,2,0,High School,Skilled Manual,1,2,2020-06-02
18487,Sunbury,Australia,AW00018487,Tasha Nath,1962-04-09,Single,Female,70000.00,2,0,High School,Skilled Manual,0,2,2020-06-07
